ID,착과량(int)
TEST_0193,647.3518349276901
TEST_0194,639.1690536129734
TEST_0195,744.8571845717394
TEST_0196,249.5959010116691
TEST_0197,110.10181482821594
TEST_0198,247.68839154346514
TEST_0199,25.166785418120064
TEST_0200,147.231077465877
TEST_0201,336.9688029905247
TEST_0202,247.3650661844469
TEST_0203,151.71253355415132
TEST_0204,446.2360837647489
TEST_0205,341.03025225098787
TEST_0206,51.54776808967778
TEST_0207,306.0419749685299
TEST_0208,262.85398864857507
TEST_0209,451.57758397507587
TEST_0210,442.5113425800573
TEST_0211,163.47300634347857
TEST_0212,251.20312760763986
TEST_0213,570.417756168052
TEST_0214,352.15970335886107
TEST_0215,27.116071764505673
TEST_0216,747.3693668916828
TEST_0217,157.10846660363057
TEST_0218,446.66494623567934
TEST_0219,453.3947597184367
TEST_0220,150.67607669716307
TEST_0221,349.2987194593618
TEST_0222,560.6674547383484
TEST_0223,258.92008873127156
TEST_0224,556.7929600047325
TEST_0225,448.0561372144604
TEST_0226,543.3433533533279
TEST_0227,36.65974370090446
TEST_0228,649.0355594422377
TEST_0229,365.8076929105968
TEST_0230,450.6773340000861
TEST_0231,645.3433690719583
TEST_0232,451.1883252276503
TEST_0233,154.64189965629697
TEST_0234,361.5269999573333
TEST_0235,444.9801640870377
TEST_0236,445.2643663842719
TEST_0237,349.0888475656018
TEST_0238,145.05429691995843
TEST_0239,647.291925626027
TEST_0240,622.0260394295524
TEST_0241,356.19643568082324
TEST_0242,277.20850802823816
TEST_0243,147.68060964193418
TEST_0244,647.2619992778245
TEST_0245,279.1777538081433
TEST_0246,348.0656847970313
TEST_0247,443.31982318669327
TEST_0248,621.4615184106057
TEST_0249,678.9520595149437
TEST_0250,242.56719015271784
TEST_0251,39.57254349407296
TEST_0252,650.3746263794591
TEST_0253,351.3979427124138
TEST_0254,154.14959107476002
TEST_0255,353.6978443212183
TEST_0256,256.8902989491867
TEST_0257,261.5100943625457
TEST_0258,251.1157368454248
TEST_0259,28.055745241699444
TEST_0260,554.0422469048452
TEST_0261,154.6103582964962
TEST_0262,353.09741808046977
TEST_0263,342.9474663130434
TEST_0264,35.73307433799579
TEST_0265,214.5532247528022
TEST_0266,412.61499271295327
TEST_0267,629.337607208392
TEST_0268,556.291713686964
TEST_0269,548.9421839798846
TEST_0270,350.90547278335436
TEST_0271,348.1830552146616
TEST_0272,441.359758666159
TEST_0273,751.5028698988555
TEST_0274,43.32502769376008
TEST_0275,39.987485424064886
TEST_0276,340.8911700698948
TEST_0277,56.248179183369054
TEST_0278,253.8320942035987
TEST_0279,36.66665386712663
TEST_0280,587.9452954651731
TEST_0281,246.46698402686678
TEST_0282,32.69607726900682
TEST_0283,154.32530854390274
TEST_0284,685.348241064484
TEST_0285,651.930188077831
TEST_0286,26.988957749516146
TEST_0287,675.5821013972073
TEST_0288,554.678290169382
TEST_0289,348.422965384026
TEST_0290,569.7528113610921
TEST_0291,249.18265238250487
TEST_0292,710.2013963205164
TEST_0293,625.8778360823172
TEST_0294,448.03684591086574
TEST_0295,449.724111578109
TEST_0296,656.2344314079841
TEST_0297,233.27562509723268
TEST_0298,203.1201970065179
TEST_0299,247.81528361527003
TEST_0300,243.32889403857263
TEST_0301,751.7813784831611
TEST_0302,153.07138215616266
TEST_0303,442.5315999384502
TEST_0304,517.5862413310648
TEST_0305,455.64647252632193
TEST_0306,125.70941374475626
TEST_0307,568.8798539459078
TEST_0308,748.710375088013
TEST_0309,262.0708747628249
TEST_0310,40.10468510180104
TEST_0311,627.4989840535873
TEST_0312,447.23038681983803
TEST_0313,347.33085831885694
TEST_0314,657.7986129089298
TEST_0315,345.6839214594787
TEST_0316,442.15248205577615
TEST_0317,108.56642268108665
TEST_0318,442.4515299703547
TEST_0319,645.263140722496
TEST_0320,240.5051982144347
TEST_0321,354.01117750415256
TEST_0322,552.5605986102471
TEST_0323,252.36828230014464
TEST_0324,353.33656618356014
TEST_0325,584.1283909971049
TEST_0326,48.13404397748542
TEST_0327,642.0025958536671
TEST_0328,648.8085310804311
TEST_0329,347.78908951427684
TEST_0330,695.2399483893238
TEST_0331,59.36652694869161
TEST_0332,247.11557911424927
TEST_0333,355.4456871663838
TEST_0334,252.1244380692553
TEST_0335,151.24428758288616
TEST_0336,23.705779905393563
TEST_0337,451.946294673298
TEST_0338,247.10771411262115
TEST_0339,251.92061544258817
TEST_0340,749.52242649924
TEST_0341,244.78689501213162
TEST_0342,47.62441990109605
TEST_0343,244.3602605764226
TEST_0344,547.6632246102054
TEST_0345,445.0150440905125
TEST_0346,147.3759469792699
TEST_0347,278.6589536510604
TEST_0348,58.0414009617332
TEST_0349,649.8792086286508
TEST_0350,654.285183069129
TEST_0351,469.0415377559203
TEST_0352,444.8340676759289
TEST_0353,354.58732899233286
TEST_0354,42.703087215764135
TEST_0355,167.87776951064683
TEST_0356,383.5231988214074
TEST_0357,568.2410780586243
TEST_0358,201.68060428146808
TEST_0359,450.9836169453361
TEST_0360,216.04486278420433
TEST_0361,165.6717688942303
TEST_0362,422.23328443125536
TEST_0363,211.21937120042054
TEST_0364,273.81515430034796
TEST_0365,653.273831850006
TEST_0366,255.60881002075612
TEST_0367,641.6134585059488
TEST_0368,249.2548785647367
TEST_0369,149.3279758368136
TEST_0370,370.63849440474286
TEST_0371,257.3459478723108
TEST_0372,140.7862340249184
TEST_0373,549.0481482380686
TEST_0374,92.7524566243184
TEST_0375,647.1465255945712
TEST_0376,149.4424420579599
TEST_0377,352.17951676141166
TEST_0378,350.32612353483404
TEST_0379,523.3106404246977
TEST_0380,446.197243538211
TEST_0381,645.9483242971133
TEST_0382,557.5616607661304
TEST_0383,363.16050096938216
TEST_0384,350.45497135616824
TEST_0385,99.95965671743215
TEST_0386,535.455900640482
TEST_0387,720.1458729691037
TEST_0388,653.6290524236327
TEST_0389,154.0960481334538
TEST_0390,24.822340950378493
TEST_0391,356.7146555259676
TEST_0392,743.5802679576304
TEST_0393,191.92900059344734
TEST_0394,149.6959576010177
TEST_0395,344.7421876128418
TEST_0396,338.55808873784105
TEST_0397,164.65228473756375
TEST_0398,151.32178483514386
TEST_0399,452.1650904955498
TEST_0400,754.6499259660249
TEST_0401,339.4936139089177
TEST_0402,454.79626456393
TEST_0403,549.3463514513406
TEST_0404,450.0948924116132
TEST_0405,149.9754024642891
TEST_0406,243.9934890548318
TEST_0407,141.8743774244979
TEST_0408,698.8493771492658
TEST_0409,553.812881428257
TEST_0410,359.52821655364863
TEST_0411,306.4841560595682
TEST_0412,652.498161921932
TEST_0413,455.2979868694968
TEST_0414,359.1434683117338
TEST_0415,83.45726123260404
TEST_0416,339.45294714411364
TEST_0417,245.25812734986732
TEST_0418,550.530890632426
TEST_0419,465.02143381686585
TEST_0420,241.93314484341988
TEST_0421,545.8536376313876
TEST_0422,757.974165068981
TEST_0423,97.52134413413084
TEST_0424,344.01259554694974
TEST_0425,204.45312330727157
TEST_0426,354.7435440794623
TEST_0427,648.4408968743254
TEST_0428,751.6911407493894
TEST_0429,153.35694998729792
TEST_0430,352.8147614594396
TEST_0431,453.46111426095587
TEST_0432,748.4254566205252
TEST_0433,369.22162626339224
TEST_0434,451.486863676168
TEST_0435,347.94219995043704
TEST_0436,633.5725134264638
TEST_0437,441.20222589476685
TEST_0438,36.99318769539931
TEST_0439,238.9512852043123
TEST_0440,253.7486798004825
TEST_0441,352.40865645744816
TEST_0442,453.92733931476346
TEST_0443,44.5104252586258
TEST_0444,314.32220286689346
TEST_0445,145.2586277584506
TEST_0446,305.5672756938853
TEST_0447,25.693453919956077
TEST_0448,754.967641263374
TEST_0449,457.28057709668235
TEST_0450,358.43247344312283
TEST_0451,385.4073041633246
TEST_0452,255.2069931991805
TEST_0453,24.182900190617623
TEST_0454,146.60334766787784
TEST_0455,382.27052263654787
TEST_0456,246.60594488389222
TEST_0457,649.6495660231727
TEST_0458,747.7615078296488
TEST_0459,349.55609230982225
TEST_0460,111.69137384075948
TEST_0461,436.35030491188996
TEST_0462,30.676006348430896
TEST_0463,434.262405077618
TEST_0464,654.6927391630362
TEST_0465,58.30094659410435
TEST_0466,636.1607401093075
TEST_0467,653.957143508102
TEST_0468,448.6913382650151
TEST_0469,656.6189853766488
TEST_0470,166.58882122033185
TEST_0471,348.0341698894649
TEST_0472,242.7863658735409
TEST_0473,228.9943544056683
TEST_0474,32.013789067610425
TEST_0475,453.6371389860507
TEST_0476,448.575423873295
TEST_0477,36.31852337581979
TEST_0478,121.51093252528572
TEST_0479,447.17121065697063
TEST_0480,154.50160523926112
TEST_0481,160.8245119341724
TEST_0482,569.88218824576
TEST_0483,509.9381108744064
TEST_0484,762.3529580294893
TEST_0485,347.6841828292436
TEST_0486,150.78743119721915
TEST_0487,705.3496715615032
TEST_0488,346.8072924837758
TEST_0489,260.60178620634446
TEST_0490,243.91051456971013
TEST_0491,356.78714475594
TEST_0492,256.59740138746173
TEST_0493,161.8559183082593
TEST_0494,257.5892105077431
TEST_0495,640.948659280898
TEST_0496,45.3715650034156
TEST_0497,629.9643799593304
TEST_0498,616.9942966393146
TEST_0499,97.01469427660437
TEST_0500,452.5518880048147
TEST_0501,644.9168015969288
TEST_0502,206.32830849484867
TEST_0503,648.0514671222181
TEST_0504,539.7113270617892
TEST_0505,255.75673140995897
TEST_0506,45.81521076375014
TEST_0507,577.443932706111
TEST_0508,350.1480059594775
TEST_0509,244.32844790494573
TEST_0510,345.0879790723208
TEST_0511,48.87504749364795
TEST_0512,355.870664646097
TEST_0513,544.2097366750359
TEST_0514,249.7014697045311
TEST_0515,365.4736708326396
TEST_0516,347.2347192246344
TEST_0517,635.1974155187772
TEST_0518,56.42505908396778
TEST_0519,42.766950524768156
TEST_0520,523.3748552502481
TEST_0521,525.1482470166575
TEST_0522,750.3561729345723
TEST_0523,444.9689597852254
TEST_0524,754.2327608697907
TEST_0525,546.6150394070124
TEST_0526,640.5435825748859
TEST_0527,518.1225348794034
TEST_0528,458.02352034307165
TEST_0529,197.7191556536812
TEST_0530,216.18056038481805
TEST_0531,648.0911191757327
TEST_0532,561.9141436343015
TEST_0533,36.76021317644314
TEST_0534,25.158603894757697
TEST_0535,753.950551792866
TEST_0536,669.1311444208766
TEST_0537,643.8982433190511
TEST_0538,255.25439503412758
TEST_0539,549.6352735676048
TEST_0540,609.4133334714835
TEST_0541,720.9635666945306
TEST_0542,548.1032757032906
TEST_0543,550.8679360696837
TEST_0544,548.7520755786139
TEST_0545,754.8981649673093
TEST_0546,354.8788211131551
TEST_0547,550.8957040440635
TEST_0548,605.797561829172
TEST_0549,148.78425485004036
TEST_0550,659.1683658782895
TEST_0551,449.9229239872405
TEST_0552,465.9426268265893
TEST_0553,655.1474347364708
TEST_0554,158.9684545982314
TEST_0555,148.9775627618225
TEST_0556,230.5924525394335
TEST_0557,447.26580409633425
TEST_0558,371.76301829622093
TEST_0559,341.88231102649075
TEST_0560,141.18211166818713
TEST_0561,243.5585565383638
TEST_0562,67.92653013141766
TEST_0563,56.81038282948161
TEST_0564,384.27925592083494
TEST_0565,625.8917085789088
TEST_0566,148.66441116065033
TEST_0567,757.2423527100325
TEST_0568,537.9966341920494
TEST_0569,152.5683179912656
TEST_0570,341.60522839095347
TEST_0571,249.21267935048314
TEST_0572,448.25163532958953
TEST_0573,750.4683260723002
TEST_0574,542.3385922093736
TEST_0575,374.20824207691896
TEST_0576,337.70896757002095
TEST_0577,359.9638752451912
TEST_0578,746.808519618957
TEST_0579,258.2629271161908
TEST_0580,49.68528850933968
TEST_0581,454.60555571250904
TEST_0582,756.2246161091883
TEST_0583,146.59806823685352
TEST_0584,154.34247848783218
TEST_0585,256.46474114555957
TEST_0586,250.55992587081312
TEST_0587,149.2698878148201
TEST_0588,655.2384287312852
TEST_0589,349.4260352740711
TEST_0590,258.3042351485155
TEST_0591,242.2819634600319
TEST_0592,315.46407867564295
TEST_0593,648.8497434520945
TEST_0594,444.1534922632462
TEST_0595,265.04426041873404
TEST_0596,454.1609183298649
TEST_0597,45.426036438893696
TEST_0598,442.7686984354228
TEST_0599,237.41392359540828
TEST_0600,400.3497097414599
TEST_0601,242.58349712764274
TEST_0602,228.97706791632433
TEST_0603,639.4221111960277
TEST_0604,546.2760943956425
TEST_0605,355.9430859818842
TEST_0606,159.55761024404677
TEST_0607,167.43503128473498
TEST_0608,463.39737619906845
TEST_0609,748.0948553100923
TEST_0610,260.5716810322833
TEST_0611,194.01915343773481
TEST_0612,352.4287537207795
TEST_0613,455.01440561866457
TEST_0614,438.1471469666557
TEST_0615,239.40937096136574
TEST_0616,746.8554951159225
TEST_0617,575.4048956846674
TEST_0618,451.78611186649323
TEST_0619,39.55254853207579
TEST_0620,710.6817126921721
TEST_0621,301.1212394226219
TEST_0622,759.3420912274416
TEST_0623,25.32756123731941
TEST_0624,76.3539258739813
TEST_0625,262.9431440758378
TEST_0626,55.56394506019414
TEST_0627,446.69419150124
TEST_0628,158.9409420700283
TEST_0629,632.2040232754712
TEST_0630,561.1944766807073
TEST_0631,250.32054609282204
TEST_0632,685.5353942398726
TEST_0633,228.0951479744636
TEST_0634,243.01620032011343
TEST_0635,763.9358417091893
TEST_0636,544.2604687823821
TEST_0637,343.10019721462965
TEST_0638,301.13391395765296
TEST_0639,701.7018128399328
TEST_0640,52.21100284968338
TEST_0641,357.90491474968525
TEST_0642,352.2678560340471
TEST_0643,732.9840813743615
TEST_0644,753.7141872454831
TEST_0645,152.64584813533205
TEST_0646,340.41559396981626
TEST_0647,25.16560618645571
TEST_0648,750.0156870170633
TEST_0649,613.3071664538156
TEST_0650,659.4535748048747
TEST_0651,457.5517592631604
TEST_0652,643.2522955143547
TEST_0653,444.63894816492956
TEST_0654,90.09077671721715
TEST_0655,152.22612098677595
TEST_0656,152.63313013094157
TEST_0657,653.8663133717839
TEST_0658,337.72933234754805
TEST_0659,350.41591287393607
TEST_0660,756.3355321233565
TEST_0661,546.881728093965
TEST_0662,247.89103103418879
TEST_0663,155.50682872017813
TEST_0664,345.9525409218123
TEST_0665,155.57055665528463
TEST_0666,551.2239073715027
TEST_0667,656.9444905816298
TEST_0668,545.8527410435
TEST_0669,93.34402679823341
TEST_0670,649.1414647856532
TEST_0671,139.7394777054047
TEST_0672,302.9258371810264
TEST_0673,164.6897161419912
TEST_0674,150.82640362401654
TEST_0675,151.44317535137066
TEST_0676,453.65409749710454
TEST_0677,359.99909601470625
TEST_0678,756.5930583063921
TEST_0679,541.1727831673794
TEST_0680,96.19616846087266
TEST_0681,444.4358571648025
TEST_0682,565.6664542622559
TEST_0683,158.59722864669146
TEST_0684,459.7930606725283
TEST_0685,587.0477327621095
TEST_0686,554.1297107138857
TEST_0687,55.33539223640982
TEST_0688,367.644496806698
TEST_0689,448.2604733206498
TEST_0690,463.83485700338804
TEST_0691,388.8697647115094
TEST_0692,249.2157678459205
TEST_0693,366.48361872507644
TEST_0694,146.0509666181638
TEST_0695,444.26496666188586
TEST_0696,364.3919056577393
TEST_0697,442.50862870870395
TEST_0698,243.1864818287626
TEST_0699,641.0699486412653
TEST_0700,568.9428895893343
TEST_0701,87.73899103686723
TEST_0702,56.29471820792178
TEST_0703,356.66494302917783
TEST_0704,454.88013275446855
TEST_0705,220.90009464338033
TEST_0706,551.4190752211438
TEST_0707,566.45664509238
TEST_0708,446.5762040780136
TEST_0709,382.6236996705411
TEST_0710,144.9586869252869
TEST_0711,560.4450742742717
TEST_0712,23.700668921971033
TEST_0713,660.1163701366021
TEST_0714,545.7444873792465
TEST_0715,40.57824592094752
TEST_0716,342.0514406779168
TEST_0717,554.1074749090302
TEST_0718,247.53978364031184
TEST_0719,352.70722114457845
TEST_0720,755.4126115123645
TEST_0721,149.59592400603657
TEST_0722,284.2685472306563
TEST_0723,252.45172782255403
TEST_0724,40.32420081824924
TEST_0725,451.9471782054747
TEST_0726,377.9765038912741
TEST_0727,751.8912148827995
TEST_0728,454.0329613835932
TEST_0729,245.00230296881213
TEST_0730,754.1398539901817
TEST_0731,156.40770926241956
TEST_0732,760.6328528681214
TEST_0733,245.63806259112584
TEST_0734,558.6585848736149
TEST_0735,155.8414468967508
TEST_0736,637.0217324299828
TEST_0737,647.1953033087591
TEST_0738,148.40193686657614
TEST_0739,655.666275477489
TEST_0740,141.59253742652626
TEST_0741,346.2897980251478
TEST_0742,25.898382858983588
TEST_0743,33.89456924366352
TEST_0744,557.9180700939577
TEST_0745,645.268670836178
TEST_0746,235.44080632274785
TEST_0747,685.5573078103445
TEST_0748,569.9492229886041
TEST_0749,250.190048173489
TEST_0750,138.69986090691202
TEST_0751,640.8737259260109
TEST_0752,531.9953543702065
TEST_0753,445.4674987258653
TEST_0754,587.1063228082
TEST_0755,248.13705138613025
TEST_0756,157.36119519603096
TEST_0757,152.41650503521635
TEST_0758,447.29355277083437
TEST_0759,25.64640852992973
TEST_0760,146.60234678861576
TEST_0761,244.98651466267359
TEST_0762,647.2367399562175
TEST_0763,418.0345819001948
TEST_0764,654.3167411711698
TEST_0765,346.96040418908916
TEST_0766,152.39767097413628
TEST_0767,376.0578396832233
TEST_0768,556.3285120959896
TEST_0769,745.5008132608018
TEST_0770,555.3914544588088
TEST_0771,559.7901004803207
TEST_0772,348.7053720256177
TEST_0773,555.5153529071825
TEST_0774,259.04789981741675
TEST_0775,149.6257436242195
TEST_0776,359.76235592030605
TEST_0777,607.455984698783
TEST_0778,139.9353590670204
TEST_0779,460.699528719098
TEST_0780,457.5039178118973
TEST_0781,255.19121315245908
TEST_0782,650.160756779261
TEST_0783,455.15107975457914
TEST_0784,245.35255595958853
TEST_0785,34.24576020887127
TEST_0786,241.7826505808363
TEST_0787,250.64775189589994
TEST_0788,529.9545785805425
TEST_0789,33.151422852832795
TEST_0790,156.95307868702648
TEST_0791,554.7500009001445
TEST_0792,206.55233845088802
TEST_0793,352.56854550635114
TEST_0794,746.6124768048086
TEST_0795,160.07580372351296
TEST_0796,152.69369577277726
TEST_0797,449.7350215085664
TEST_0798,52.06566545761772
TEST_0799,350.77260407426803
TEST_0800,242.21389117367215
TEST_0801,250.70522507326973
TEST_0802,514.2564104324671
TEST_0803,437.62032664215013
TEST_0804,158.7741305967312
TEST_0805,650.419482547482
TEST_0806,741.7238093363844
TEST_0807,354.9811724166717
TEST_0808,561.2190531123288
TEST_0809,555.5202929387552
TEST_0810,244.5890677262282
TEST_0811,649.0171454162022
TEST_0812,758.4450741421682
TEST_0813,246.65258452307444
TEST_0814,728.3862268234817
TEST_0815,553.7705576477273
TEST_0816,344.4384350404556
TEST_0817,349.9849739536107
TEST_0818,279.03984322480335
TEST_0819,344.0684786256431
TEST_0820,642.5383051884178
TEST_0821,755.1461805750072
TEST_0822,252.41645891873276
TEST_0823,25.481125560173062
TEST_0824,754.5175343464971
TEST_0825,646.634703926056
TEST_0826,648.1074199776157
TEST_0827,241.0123190137937
TEST_0828,200.783393673872
TEST_0829,352.6241073151471
TEST_0830,207.6658277349693
TEST_0831,643.3779039203662
TEST_0832,710.714309208396
TEST_0833,140.25659817276895
TEST_0834,544.0068020106638
TEST_0835,552.3970751282608
TEST_0836,97.41344177990496
TEST_0837,548.978317063305
TEST_0838,359.14267472736026
TEST_0839,550.791786230467
TEST_0840,617.7038327883055
TEST_0841,347.38131772158636
TEST_0842,648.008200161697
TEST_0843,249.98211436510763
TEST_0844,363.0130014486873
TEST_0845,254.80717268259187
TEST_0846,658.8648571442757
TEST_0847,527.6019919999026
TEST_0848,244.06505231051068
TEST_0849,122.33973894539777
TEST_0850,34.081234158406446
TEST_0851,582.5395193406049
TEST_0852,250.2953232823062
TEST_0853,244.13708072069463
TEST_0854,655.9582485398905
TEST_0855,752.1498891511699
TEST_0856,651.7241169330628
TEST_0857,35.292424976440515
TEST_0858,250.78276798729058
TEST_0859,754.482686741063
TEST_0860,648.3136083249162
TEST_0861,366.73796205900095
TEST_0862,651.1229167661435
TEST_0863,614.2360794066681
TEST_0864,152.99411538321291
TEST_0865,647.1148735570371
TEST_0866,140.12017794616278
TEST_0867,448.6536142007686
TEST_0868,340.03303734358025
TEST_0869,651.4386918511357
TEST_0870,450.6053307809474
TEST_0871,743.5458687870159
TEST_0872,755.8833130906849
TEST_0873,746.911565849259
TEST_0874,246.94365298123637
TEST_0875,751.8524258664459
TEST_0876,500.3544181936018
TEST_0877,363.41182717316156
TEST_0878,248.85216737714796
TEST_0879,52.46359894896246
TEST_0880,538.9502230429213
TEST_0881,152.9055176755042
TEST_0882,241.31528899379666
TEST_0883,598.9804118628017
TEST_0884,468.8629804421118
TEST_0885,377.271761426358
TEST_0886,359.6183805958138
TEST_0887,142.82934165221909
TEST_0888,356.15780798902716
TEST_0889,653.8485514501932
TEST_0890,456.2160512736031
TEST_0891,149.52713132860606
TEST_0892,646.2477613282964
TEST_0893,553.9538255126871
TEST_0894,254.23915918000435
TEST_0895,751.887513029245
TEST_0896,452.72762139550673
TEST_0897,450.377012410639
TEST_0898,767.3231196055829
TEST_0899,551.3074822878352
TEST_0900,650.7051980879287
TEST_0901,562.8603079864803
TEST_0902,753.2226146606451
TEST_0903,46.167113146392694
TEST_0904,653.8844494440015
TEST_0905,633.2316573458615
TEST_0906,30.440436220966046
TEST_0907,25.63758365779716
TEST_0908,148.63217731876938
TEST_0909,47.618546775597025
TEST_0910,653.6115997803865
TEST_0911,205.5844812200417
TEST_0912,552.566328905847
TEST_0913,245.6950822658197
TEST_0914,235.88070397524223
TEST_0915,653.151568922398
TEST_0916,353.64766124869135
TEST_0917,156.3368013223591
TEST_0918,161.5100857914798
TEST_0919,755.8840112378552
TEST_0920,463.8770752331486
TEST_0921,351.33192899616813
TEST_0922,97.35288765568073
TEST_0923,731.8236434138236
TEST_0924,459.6096331009078
TEST_0925,350.3877303686652
TEST_0926,338.0752739149077
TEST_0927,352.5931456103945
TEST_0928,453.56844697936776
TEST_0929,652.2954232409735
TEST_0930,754.7571036506189
TEST_0931,143.76218402279954
TEST_0932,660.560238746408
TEST_0933,357.51941946237105
TEST_0934,455.1441105336163
TEST_0935,187.69231249611119
TEST_0936,98.76982350394839
